I
1100 Version - data cycle 1611, build 20161011, metadata NavXP1100. Copyright (c) 2016 Navigraph. License: GPL+2

12  33.977855556  -80.466244444      236    11010    25      0.000  SSC ENRT K7 SHAW (SUMTER) TACAN DME
 3  29.258377778  -98.443480556        0    10840    40      9.000  SSF ENRT K4 STINSON (SAN ANTONIO) VOR
 3  31.050519444  -81.445966667        6    10980    40     -4.000  SSI ENRT K7 BRUNSWICK VORTAC
12  31.050519444  -81.445966667        6    10980    40      0.000  SSI ENRT K7 BRUNSWICK VORTAC DME
 3  46.412111111  -84.314872222      687    11220   130     -4.000  SSM ENRT K5 SAULT STE MARIE VOR/DME
12  46.412111111  -84.314872222      687    11220   130      0.000  SSM ENRT K5 SAULT STE MARIE VOR/DME
 3  32.269244444 -109.263088889     3600    11540   130     13.000  SSO ENRT K2 SAN SIMON VORTAC
12  32.269244444 -109.263088889     3600    11540   130      0.000  SSO ENRT K2 SAN SIMON VORTAC DME
 3  45.549308333  -94.058600000     1023    11210    25      3.000  STC ENRT K3 SAINT CLOUD VOR/DME
12  45.549308333  -94.058600000     1023    11210    25      0.000  STC ENRT K3 SAINT CLOUD VOR/DME
 3  44.543247222  -89.530561111     1110    11060    40     -1.000  STE ENRT K5 STEVENS POINT VORTAC
12  44.543247222  -89.530561111     1110    11060    40      0.000  STE ENRT K5 STEVENS POINT VORTAC DME
 3  39.960577778  -94.925219444     1159    11550   130      8.000  STJ ENRT K3 SAINT JOSEPH VORTAC
12  39.960577778  -94.925219444     1159    11550   130      0.000  STJ ENRT K3 SAINT JOSEPH VORTAC DME
 3  38.860688889  -90.482366667      450    11740   130      1.000  STL ENRT K3 SAINT LOUIS VORTAC
12  38.860688889  -90.482366667      450    11740   130      0.000  STL ENRT K3 SAINT LOUIS VORTAC DME
 3  38.508186111 -122.810616667      117    11300    40     16.000  STS ENRT K2 SANTA ROSA VOR/DME
12  38.508186111 -122.810616667      117    11300    40      0.000  STS ENRT K2 SANTA ROSA VOR/DME
 3  30.206758333  -98.705755556     1530    11380   130      8.000  STV ENRT K4 STONEWALL VORTAC
12  30.206758333  -98.705755556     1530    11380   130      0.000  STV ENRT K4 STONEWALL VORTAC DME
 3  40.995819444  -74.869030556      920    10960    40    -11.000  STW ENRT K6 STILLWATER VOR/DME
12  40.995819444  -74.869030556      920    10960    40      0.000  STW ENRT K6 STILLWATER VOR/DME
 3  35.406505556  -82.268613889     3970    11220    40     -2.000  SUG ENRT K7 SUGARLOAF MT. (ASHEVILLE) VORTAC
12  35.406505556  -82.268613889     3970    11220    40      0.000  SUG ENRT K7 SUGARLOAF MT. (ASHEVILLE) VORTAC DME
 3  38.245558333 -121.945072222       32    11660    40     17.000  SUU ENRT K2 TRAVIS (FAIRFIELD) TACAN
12  38.245558333 -121.945072222       32    11660    40      0.000  SUU ENRT K2 TRAVIS (FAIRFIELD) TACAN DME
 3  42.344516667  -96.323644444     1087    11650    40      9.000  SUX ENRT K3 SIOUX CITY VORTAC
12  42.344516667  -96.323644444     1087    11650    40      0.000  SUX ENRT K3 SIOUX CITY VORTAC DME
 3  32.637686111 -108.161066667     5423    11080    40     13.000  SVC ENRT K2 SILVER CITY VOR/DME
12  32.637686111 -108.161066667     5423    11080    40      0.000  SVC ENRT K2 SILVER CITY VOR/DME
 3  42.408636111  -83.593902778      956    11430    40     -3.000  SVM ENRT K5 SALEM VORTAC
12  42.408636111  -83.593902778      956    11430    40      0.000  SVM ENRT K5 SALEM VORTAC DME
 3  32.011941667  -81.140863889       36    11160    25     -2.000  SVN ENRT K7 HUNTER (SAVANNAH) VOR/DME
12  32.011941667  -81.140863889       36    11160    25      0.000  SVN ENRT K7 HUNTER (SAVANNAH) VOR/DME
 3  31.973194444  -92.677088889      164    11375   130      2.000  SWB ENRT K4 SAWMILL (WINNFIELD) VOR/DME
12  31.973194444  -92.677088889      164    11375   130      0.000  SWB ENRT K4 SAWMILL (WINNFIELD) VOR/DME
 3  38.056594444  -75.463900000       34    11240    40     -8.000  SWL ENRT K6 SNOW HILL VORTAC
12  38.056594444  -75.463900000       34    11240    40      0.000  SWL ENRT K6 SNOW HILL VORTAC DME
 3  36.224247222  -97.081258333     1022    10840    25      7.000  SWO ENRT K4 STILLWATER VOR/DME
12  36.224247222  -97.081258333     1022    10840    25      0.000  SWO ENRT K4 STILLWATER VOR/DME
 3  39.180322222 -120.269613889     8850    11320    40     16.000  SWR ENRT K2 SQUAW VALLEY(SOUTH LAKE T VOR/DME
12  39.180322222 -120.269613889     8850    11320    40      0.000  SWR ENRT K2 SQUAW VALLEY(SOUTH LAKE T VOR/DME
 3  33.375055556 -118.419911111     2090    11140    40     15.000  SXC ENRT K2 SANTA CATALINA VORTAC
12  33.375055556 -118.419911111     2090    11140    40      0.000  SXC ENRT K2 SANTA CATALINA VORTAC DME
 3  39.629477778 -106.991169444     8070    10920    40     12.000  SXW ENRT K2 SNOW (EAGLE) VOR/DME
12  39.629477778 -106.991169444     8070    10920    40      0.000  SXW ENRT K2 SNOW (EAGLE) VOR/DME
 3  35.561977778  -86.439152778      814    10900    40     -1.000  SYI ENRT K7 SHELBYVILLE VOR/DME
12  35.561977778  -86.439152778      814    10900    40      0.000  SYI ENRT K7 SHELBYVILLE VOR/DME
 3  35.345161111  -99.635347222     1990    11520    40     10.000  SYO ENRT K4 SAYRE VORTAC
12  35.345161111  -99.635347222     1990    11520    40      0.000  SYO ENRT K4 SAYRE VORTAC DME
 3  43.160519444  -76.204558333      453    11700   130    -11.000  SYR ENRT K6 SYRACUSE VORTAC
12  43.160519444  -76.204558333      453    11700   130      0.000  SYR ENRT K6 SYRACUSE VORTAC DME
 3  38.735700000  -93.550430556      850    10980    40      1.000  SZL ENRT K3 WHITEMAN (KNOB NOSTER) TACAN
12  38.735700000  -93.550430556      850    10980    40      0.000  SZL ENRT K3 WHITEMAN (KNOB NOSTER) TACAN DME
 3  30.556227778  -84.373944444      178    11750   130      2.000  SZW ENRT K7 SEMINOLE VORTAC
12  30.556227778  -84.373944444      178    11750   130      0.000  SZW ENRT K7 SEMINOLE VORTAC DME
 2  32.129844444  -81.331516667        0      368    25      0.000   SA ENRT K7 MAVIS NDB
 2  41.444977778 -106.832136111        0      266    25      0.000  SAA ENRT K1 SARATOGA NDB
 2  48.108288889 -114.461244444        0      515    25      0.000  SAK ENRT K1 SMITH LAKE (KALISPELL) NDB
 2  46.382291667  -94.804922222        0      257    25      0.000  SAZ ENRT K3 STAPLES NDB
 2  34.056472222 -117.366113889        0      397    50      0.000   SB ENRT K2 PETIS (SAN BERNARDINO) NDB
 2  33.891105556  -89.874633333        0      245    25      0.000  SBQ ENRT K7 SCOBEY (GRENADA) NDB
 2  48.540980556 -111.862430556        0      347    25      0.000  SBX ENRT K1 SHELBY NDB
 2  48.259905556  -92.474602778        0      385    25      0.000  SCG ENRT K3 SCOTT (CRANE LAKE) NDB
 2  48.807105556 -105.432938889        0      283    25      0.000  SCO ENRT K1 SCOBEY NDB
 2  36.456188889  -84.587716667        0      403    25      0.000  SCX ENRT K7 SCOTT (ONEIDA) NDB
 2  40.751683333  -95.407508333        0      411    25      0.000  SDA ENRT K3 SHENANDOAH NDB
 2  32.701402778 -100.946127778        0      359    25      0.000  SDR ENRT K4 SNYDER NDB
 2  47.711477778 -104.181788889        0      359    50      0.000  SDY ENRT K1 SIDNEY NDB
 2  43.334188889  -70.834519444        0      349    25      0.000   SF ENRT K6 SANFD (SANFORD) NDB
 2  28.784936111  -81.243325000        0      408    25      0.000  SFB ENRT K7 SANFORD NDB
 2  34.663783333  -91.590438889        0      269    25      0.000  SGT ENRT K4 STUTTGART NDB
 2  43.214166667  -95.833850000        0      338    25      0.000  SHL ENRT K3 SHELDON NDB
 2  36.381705556  -79.762783333        0      423    25      0.000  SIF ENRT K7 SLAMMER (REIDSVILLE) NDB
 2  39.113563889  -87.446802778        0      326    25      0.000  SIV ENRT K5 SULLIVAN NDB
 2  45.693244444  -85.558561111        0      382    25      0.000  SJX ENRT K5 SAINT JAMES (BEAVER ISLAND) NDB
 2  33.782275000  -98.488161111        0      344    25      0.000  SKB ENRT K4 SCOTLAND (WICHITA FALLS) NDB
 2  42.380602778  -94.982780556        0      356    25      0.000  SKI ENRT K3 SAC CITY NDB
 2  42.455727778  -71.178530556        0      251    25      0.000  SKR ENRT K6 SHAKER HILL (BEDFORD) NDB
 2  41.528011111  -74.044975000        0      261    25      0.000  SKU ENRT K6 STANWYCK (NEWBURGH) NDB
 2  42.600441667  -95.244369444        0      434    25      0.000  SLB ENRT K3 STORM LAKE NDB
 2  36.189247222  -94.488550000        0      284    25      0.000  SLG ENRT K4 SILOAM SPRINGS NDB
 2  44.476841667  -74.124027778        0      395    25      0.000  SLK ENRT K6 BRIEL (SARANAC LAKE) NDB
 2  38.644047222  -88.967377778        0      400    25      0.000  SLO ENRT K5 SALEM NDB
 2  35.252677778  -81.598797222        0      417    25      0.000  SLP ENRT K7 FIRST RIVER (SHELBY) NDB
 2  33.990797222  -80.360025000        0      252    25      0.000  SMS ENRT K7 SUMTER NDB
 2  30.871650000  -85.225069444        0      329    25      0.000  SMY ENRT K7 SOYYA (MARIANNA) NDB
 2  30.581805556 -100.646933333        0      371    25      0.000  SOA ENRT K4 SONORA NDB
 2  34.267255556 -110.008213889        0      206    25      0.000  SOW ENRT K2 SHOW LOW NDB
 2  43.133038889  -96.189744444        0      368    25      0.000  SOY ENRT K3 SIOUX CENTER NDB
 2  44.484352778 -103.784400000        0      300    25      0.000  SPF ENRT K3 BLACK HILLS (SPEARFISH) NDB
 2  28.099491667  -80.700786111        0      257    50      0.000  SQT ENRT K7 SATELLITE (MELBOURNE) NDB
 2  35.271855556  -96.674813889        0      278    25      0.000  SRE ENRT K4 SEMINOLE NDB
 2  43.113316667 -115.658488889        0      333    25      0.000  STI ENRT K1 STURGEON (MOUNTAIN HOME) NDB
 2  44.050136111  -69.105038889        0      356    25      0.000  SUH ENRT K6 SPRUCEHEAD (OWLS HEAD) NDB
 2  31.612966667  -83.290711111        0      362    25      0.000  SUR ENRT K7 FITZGERALD NDB
 2  40.861263889  -97.111941667        0      269    25      0.000  SWT ENRT K3 SEWARD NDB
 2  43.432163889 -112.162525000        0      350    50      0.000  SWU ENRT K1 SWEDEN (IDAHO FALLS) NDB
 2  32.461625000 -100.465591667        0      275    25      0.000  SWW ENRT K4 SWEETWATER NDB
 2  39.728150000 -101.766830556        0      386    25      0.000  SYF ENRT K3 SAINT FRANCIS NDB
 2  40.085694444  -78.916550000        0      209    25      0.000  SYS ENRT K6 STOYSTOWN (SOMERSET) NDB
 2  39.406522222  -88.843555556        0      365    25      0.000  SYZ ENRT K5 SHELBYVILLE NDB
 2  43.904044444  -70.782330556        0      227    25      0.000  SZO ENRT K6 SEBAGO (FRYEBURG) NDB
 2  48.290641667 -116.563211111        0      264    25      0.000  SZT ENRT K1 SANDPOE (SANDPOINT) NDB
 2  39.777111111  -85.129888889        0      227    25      0.000   SQ KCEV K5 PNTHR (CONNERSVILLE) NDB
 2  44.398525000  -88.132858333        0      332    25      0.000   SG KGRB K5 DEPRE (GREEN BAY) NDB
 2  48.118194444 -103.511555556        0      275    25      0.000   SF KISN K3 YUSON (WILLISTON) NDB
 2  48.862752778  -95.241877778        0      360    25      0.000   SW KRRT K3 ROADD (WARROAD) NDB
 2  35.555208333 -106.140111111        0      341    25      0.000   SG KSAF K2 DOMAN (SANTA FE) NDB
 2  32.129844444  -81.331516667        0      368    25      0.000   SA KSAV K7 MAVIS (SAVANNAH) NDB
 2  46.261777778  -87.416230556        0      410    25      0.000   SO KSAW K5 SUOMI (MARQUETTE) NDB
 2  41.705611111  -86.219027778        0      341    25      0.000   SB KSBN K5 MISHA (SOUTH BEND) NDB
 2  32.269825000  -86.927550000        0      344    25      0.000   SE KSEM K7 POLLK (SELMA) NDB
 2  37.180230556  -93.417141667        0      404    25      0.000   SG KSGF K3 COOLE (SPRINGFIELD) NDB
 2  38.201738889  -78.957363889        0      375    25      0.000   SH KSHD K6 STAUT(STAUNTON-WAYNESBORO-HARR NDB
 2  31.279769444 -100.576133333        0      356    25      0.000   SJ KSJT K4 WOOLE (SAN ANGELO) NDB
 2  44.847433333 -122.951019444        0      266    25      0.000   SL KSLE K1 TURNO (SALEM) NDB
 2  44.476822222  -74.124080556        0      395    25      0.000   SL KSLK K6 BRIEL (SARANAC LAKE) NDB
 2  38.681511111  -97.645063889        0      344    25      0.000   SL KSLN K3 FLORY (SALINA) NDB
 2  39.773147222  -89.759866667        0      382    25      0.000   SP KSPI K5 HUSKK (SPRINGFIELD) NDB
 2  43.234005556  -95.327950000        0      394    25      0.000   SP KSPW K3 SNORE (SPENCER) NDB
 2  45.478944444  -93.968683333        0      342    25      0.000   ST KSTC K3 HUSSK (ST CLOUD) NDB
 2  39.675727778  -94.906841667        0      260    25      0.000   ST KSTJ K3 TARIO (ST JOSEPH) NDB
 2  38.788050000  -90.278863889        0      404    25      0.000   ST KSTL K3 ZUMAY (ST LOUIS) NDB
 2  38.639080556  -90.766958333        0      326    25      0.000   SU KSUS K3 SNOOP (ST LOUIS) NDB
 2  42.327527778  -96.290502778        0      414    25      0.000   SU KSUX K3 SALIX (SIOUX CITY) NDB
 2  32.632058333 -108.063333333        0      251    25      0.000   SV KSVC K2 COZEY (SILVER CITY) NDB
 2  32.004102778  -80.986219444        0      335    25      0.000   SV KSVN K7 WASSA (SAVANNAH) NDB
 2  41.485819444  -74.227916667        0      335    25      0.000   SW KSWF K6 NEELY (NEW YORK) NDB
 2  36.236152778  -97.087313889        0      255    25      0.000   SW KSWO K4 BLAKI (STILLWATER) NDB
 8 -31.776602778  -60.477030556      242        0     0    188.401   PA SAAP SA 19 MM
 8 -32.882361111  -60.779805556        0        0     0    190.817   RO SAAR SA 20 MM
 8 -31.727897222  -60.819686111       56        0     0     22.761   SV SAAV SA 03 MM
 7 -31.779988889  -60.846294444        0        0     0     22.761   SV SAAV SA 03 OM
 8 -34.548750000  -58.434583333        0        0     0    124.116   AE SABE SA 13 MM
 7 -34.520305556  -58.486027778        0        0     0    124.116   AE SABE SA 13 OM
 8 -31.286111111  -64.208694444     1604        0     0    179.195   CB SACO SA 18 MM
 7 -34.890277778  -58.506000000        0        0     0    344.091   EZ SAEZ SA 35 OM
 9 -34.818527778  -58.556222222        0        0     0    102.310   PC SAEZ SA 11 IM
 8 -34.817055556  -58.564722222        0        0     0    102.310   PC SAEZ SA 11 MM
 7 -34.804861111  -58.633416667        0        0     0    102.310   PC SAEZ SA 11 OM
 8 -32.854944444  -68.792611111        0        0     0      0.707   DO SAME SA 36 MM
 8 -26.862694444  -65.109111111        0        0     0      9.802   TU SANT SA 02 MM
 7 -26.918338889  -65.119950000        0        0     0      9.802   TU SANT SA 02 OM
 8 -33.732500000  -65.393888889     1591        0     0     58.383   RY SAOR SA 06 MM
 8 -27.427750000  -58.759027778        0        0     0    187.812   CR SARC SA 20 MM
 8 -25.748055556  -54.447694444      915        0     0    294.875   IG SARI SA 31 MM
 8 -24.883083333  -65.492250000     4078        0     0     11.231   SA SASA SA 02 MM
 8 -24.412500000  -65.085444444        0        0     0    330.293   JU SASJ SA 34 MM
 7 -24.460833333  -65.055388889        0        0     0    330.293   JU SASJ SA 34 OM
 8 -45.781111111  -67.434083333        0        0     0    259.308   CR SAVC SA 25 MM
 7 -45.773083333  -67.373388889        0        0     0    259.308   CR SAVC SA 25 OM
 8 -42.892777778  -71.112500000        0        0     0    237.017   ES SAVE SA 23 MM
 7 -42.873055556  -71.071111111        0        0     0    237.017   ES SAVE SA 23 OM
 8 -53.776833333  -67.720416667        0        0     0    267.447   GR SAWE SA 25 MM
 8 -51.607027778  -69.274416667        0        0     0    265.552   GL SAWG SA 25 MM
 8 -38.706838889  -62.161030556        0        0     0    163.765   BC SAZB SA 17L MM
 7 -38.644805556  -62.184466667        0        0     0    163.765   BC SAZB SA 17L OM
 8 -37.924166667  -57.593027778        0        0     0    122.777   MP SAZM SA 13 MM
 7 -37.895805556  -57.649000000        0        0     0    122.777   MP SAZM SA 13 OM
 8 -41.159472222  -71.133694444        0        0     0    294.855   BR SAZS SA 29 MM
 8 -37.210277778  -59.225833333      574        0     0    185.074   DI SAZT SA 19 MM
 7 -37.159166667  -59.220277778      574        0     0    185.074   DI SAZT SA 19 OM
 8  -1.394500000  -48.491666667        0        0     0     45.255  IBE SBBE SB 06 MM
 7 -15.869677778  -48.021736111        0        0     0     86.161  IBR SBBR SB 11L OM
 8 -19.616072222  -43.985036111        0        0     0    138.949  ICF SBCF SB 16 MM
 7 -19.559919444  -44.036961111        0        0     0    138.949  ICF SBCF SB 16 OM
 9 -25.520166667  -49.185000000        0        0     0    134.697  ICT SBCT SB 15 IM
 8 -25.514666667  -49.191500000        0        0     0    134.697  ICT SBCT SB 15 MM
 7 -25.462666667  -49.248166667        0        0     0    134.697  ICT SBCT SB 15 OM
 8 -25.541627778  -49.161058333     2989        0     0    314.697  ITA SBCT SB 33 MM
 7 -25.606000000  -49.089666667     2989        0     0    314.697  ITA SBCT SB 33 OM
 7 -25.531166667  -54.570500000        0        0     0    130.823  IFI SBFI SB 14 OM
 7 -22.763833333  -43.337833333        0        0     0    125.676  IGL SBGL SB 15 OM
 9 -22.802333333  -43.257333333       16        0     0     74.498  ITB SBGL SB 10 IM
 8 -22.803611111  -43.263888889        0        0     0     74.498  ITB SBGL SB 10 MM
 7 -22.829166667  -43.362000000        0        0     0     74.498  ITB SBGL SB 10 OM
 8 -23.411666667  -46.450666667        0        0     0    253.593  IBC SBGR SB 27L MM
 7 -23.407166667  -46.385000000        0        0     0    253.593  IBC SBGR SB 27L OM
 8 -23.441666667  -46.495333333        0        0     0     73.593  IGR SBGR SB 09R MM
 8 -23.435000000  -46.486166667        0        0     0     73.587  IUC SBGR SB 09L MM
 8 -22.992666667  -47.155166667        0        0     0    127.876  IKP SBKP SB 15 MM
 7 -22.957475000  -47.204166667        0        0     0    127.876  IKP SBKP SB 15 OM
 8  -9.506405556  -35.814611111        0        0     0    100.774  IMO SBMO SB 12 MM
 7 -29.993013889  -51.281716667        0        0     0     91.309  IPA SBPA SB 11 OM
 7  -8.038552778  -34.952011111        0        0     0    161.902  IRF SBRF SB 18 OM
 8  -8.113333333  -34.931666667        0        0     0    161.902  IRF SBRF SB 18 MM
 8 -23.213000000  -45.879166667        0        0     0    135.082  ISJ SBSJ SB 15 MM
 8 -23.643705556  -46.644269444     2631        0     0    327.633  ICO SBSP SB 35L MM
 7 -23.705586111  -46.601313889     2631        0     0    327.633  ICO SBSP SB 35L OM
 7 -23.544733333  -46.712627778        0        0     0    147.633  ISP SBSP SB 17R OM
 8 -12.913211111  -38.345661111        0        0     0     78.646  ISV SBSV SB 10 MM
 7 -12.927952778  -38.420791667        0        0     0     78.646  ISV SBSV SB 10 OM
 7 -22.067500000  -47.340666667     1959        0     0      0.000  IYS SBYS SB 02C OM
 8 -22.002500000  -47.341166667     1959        0     0      0.000  IYS SBYS SB 02C MM
 9 -33.368333333  -70.785000000        0        0     0    177.427 IUEL SCEL SC 17L IM
 8 -33.366388889  -70.787500000        0        0     0    177.427 IUEL SCEL SC 17L MM
 7 -33.305000000  -70.790000000        0        0     0    177.427 IUEL SCEL SC 17L OM
 8 -32.960277778  -71.495000000        0        0     0     52.193 IVDM SCVM SC 05 MM
 8 -25.216111111  -57.513333333        0        0     0    192.401 IPST SGAS SG 20 MM
 8 -25.436666667  -54.825555556        0        0     0    220.628 ICES SGES SG 23 MM
 7 -25.368055556  -54.761388889        0        0     0    220.628 ICES SGES SG 23 OM
 9   4.712713889  -74.172016667     8356        0     0    127.232 IADO SKBO SK 13R IM
 8   4.716213889  -74.176719444     8357        0     0    127.232 IADO SKBO SK 13R MM
 8   4.718836111  -74.159258333        0        0     0    127.197 IEDR SKBO SK 13L MM
 7   4.764947222  -74.220150000        0        0     0    127.197 IEDR SKBO SK 13L OM
 8   7.950555556  -72.525833333     1098        0     0    148.927 ICUC SKCC SK 16 MM
 7   8.034444444  -72.575833333     1098        0     0    148.927 ICUC SKCC SK 16 OM
 7   3.398025000  -76.406702778        0        0     0      9.828 IPAS SKCL SK 01 OM
 8   3.520100000  -76.385741667     3149        0     0      9.828 IPAS SKCL SK 01 MM
 8   6.139625000  -75.422952778     7025        0     0    359.625 IMDE SKRG SK 01 MM
 8 -16.512444444  -68.220805556        0        0     0     91.883 ILPA SLLP SL 10 MM
 7 -33.270388889  -56.453861111        0        0     0    203.180 IDUR SUDU SU 21 OM
 8 -34.823444444  -56.006277778        0        0     0    233.404 ICAR SUMU SU 24 MM
 7 -34.784694444  -55.943416667        0        0     0    233.404 ICAR SUMU SU 24 OM
 8  10.130444444  -64.707155556       16        0     0    142.673 IBNA SVBC SV 15 MM
 8  10.603333333  -67.022325000      234        0     0     88.127 IMIQ SVMI SV 10 MM
13  57.156802778 -170.233052778       33    10990    25      0.000  SPY ENRT PA SAINT PAUL ISLAND DME-ILS
13  66.950555556  -53.732258333       33    10815    25      0.000   SS ENRT BG SISIMIUT DME-ILS
13  50.836100000   -0.293483333       44    10995    25      0.000  SRH EGKA EG SHOREHAM DME-ILS
99
